Opostcode,Ocity,ostreet,Ola,Olo,Ozone
4000,Liège,avenue maurice destenay,"50,638405954364","5,5691244654333",4000BI
4000,Liège,bergerue,"50,642330346961","5,5700621846576",4000CJ
4000,Liège,boulevard d avroy,"50,633096729759","5,5670448654044",4000AQ
4000,Liège,boulevard de la sauvenière,"50,64386","5,56786",4000BM
4000,Liège,boulevard émile de laveleye,"50,61906","5,59239",4020AF
4000,Liège,galerie de la sauvenière,"50,643832844546","5,5682392043978",4000BM
4000,Liège,galeries saint-lambert,"50,643920198022","5,5734816777299",4000BH
4000,Liège,passage charles bury,"50,64326","5,56664",4000BM
4000,Liège,passage lemonnier,"50,64204","5,57122",4000BW
4000,Liège,place cockerill,"50,641652559107","5,5765363943408",4000CE
4000,Liège,place de la cathédrale,"50,64065690887","5,5709253539255",4000BJ
4000,Liège,place des béguinages,"50,640208036778","5,5641625200659",4000BN
4000,Liège,place des carmes,"50,639238266347","5,5738124105984",4000BJ
4000,Liège,place du vingt août,"50,640782678871","5,5763440697719",4000CE
4000,Liège,place emile dupont,"50,636292109372","5,5703998219007",4000BR
4000,Liège,place saint-christophe,"50,639971777965","5,5658270440578",4000BN
4000,Liège,place saint-denis,"50,643237278164","5,5747777774596",4000BH
4000,Liège,place saint-jacques,"50,637550341098","5,5694442595308",4000BI
4000,Liège,place saint-lambert,"50,644421388615","5,5732557290923",4000BH
4000,Liège,place saint-paul,"50,639500757976","5,5714189107025",4000BJ
4000,Liège,place verte,"50,64426521031","5,5705471812864",4000BM
4000,Liège,place xavier neujean,"50,642796322995","5,5677243143441",4000BM
4000,Liège,pont d ile,"50,642304622268","5,5712530132629",4000CJ
4000,Liège,quai roosevelt,"50,640888180657","5,5767827979567",4000CE
4000,Liège,rue basse sauvenière,"50,644536755661","5,5696419473508",4000BM
4000,Liège,rue bassenge,"50,635846179311","5,5594399949558",4000AQ
4000,Liège,rue beeckman,"50,634717462987","5,565625225547",4000AQ
4000,Liège,rue bonne fortune,"50,6395237775","5,571756257496",4000BJ
4000,Liège,rue carlier,"50,640391254459","5,5665889403251",4000BN
4000,Liège,rue césar franck,"50,638860106601","5,5593941129866",4000AQ
4000,Liège,rue charles magnette,"50,640625694028","5,5729577646017",4000BJ
4000,Liège,rue charles-morren,"50,632979399935","5,5621811784877",4000AQ
4000,Liège,rue chevaufosse,"50,637364300164","5,5585626110047",4000AQ
4000,Liège,rue courtois,"50,634484399115","5,5609157597467",4000AQ
4000,Liège,rue darchis,"50,637054951673","5,5663265377017",4000AQ
4000,Liège,rue de l etuve,"50,641953458933","5,574457533458",4000CE
4000,Liège,rue de l université,"50,641665644129","5,5743347297325",4000CE
4000,Liège,rue de la casquette,"50,642224903424","5,5680844820994",4000BM
4000,Liège,rue de la cathédrale,"50,641697701093","5,5730291110996",4000BW
4000,Liège,rue de la populaire,"50,644656967648","5,5713628247428",4000BM
4000,Liège,rue de la régence,"50,642439418169","5,5743491505133",4000BH
4000,Liège,rue de la sirène,"50,641114235077","5,5727514680105",4000BJ
4000,Liège,rue de la wache,"50,643148310336","5,5730452643914",4000BH
4000,Liège,rue de sluse,"50,632874622118","5,5616778009625",4000AQ
4000,Liège,rue defrance,"50,635460845041","5,5588452430895",4000AQ
4000,Liège,rue des anges,"50,633494148042","5,5632402953031",4000AQ
4000,Liège,rue des augustins,"50,635386916125","5,5641176444216",4000AQ
4000,Liège,rue des carmes,"50,639684035005","5,5741052867822",4000BJ
4000,Liège,rue des célestines,"50,64171","5,56822",4000CJ
4000,Liège,rue des chapelains,"50,639827912494","5,5670462594047",4000BN
4000,Liège,rue des clarisses,"50,638587976804","5,570626492741",4000BJ
4000,Liège,rue des dominicains,"50,642659963719","5,5706872427559",4000CJ
4000,Liège,rue des prémontrés,"50,637342249943","5,5742612351759",4000BF
4000,Liège,rue des urbanistes,"50,641232879196","5,5663909611034",4000BN
4000,Liège,rue donceel,"50,642737119253","5,5740545078566",4000BH
4000,Liège,rue du diamant,"50,642441154592","5,5684574709506",4000BM
4000,Liège,rue du jardin botanique,"50,6346871285","5,5660439560231",4000AQ
4000,Liège,rue du mery,"50,639627084258","5,5747658308976",4000BF
4000,Liège,rue du mouton blanc,"50,64107663584","5,5704354295113",4000BW
4000,Liège,rue du pot d or,"50,641713392095","5,5701609228266",4000CJ
4000,Liège,rue du vertbois,"50,637826509015","5,5724871305747",4000BR
4000,Liège,rue duvivier,"50,636028685269","5,5606883169864",4000AQ
4000,Liège,rue etienne soubre,"50,638157741578","5,5590588277185",4000AQ
4000,Liège,rue eugène ysaye,"50,636586310893","5,5696643045845",4000BR
4000,Liège,rue frère michel,"50,640839344119","5,5657155222565",4000BN
4000,Liège,rue fusch,"50,635854152424","5,5629425716731",4000AQ
4000,Liège,rue georges clémenceau,"50,643269348163","5,5708825793239",4000BM
4000,Liège,rue gérardrie,"50,644237650468","5,5742331254274",4000BH
4000,Liège,rue grandgagnage,"50,638763056163","5,5624328835554",4000BN
4000,Liège,rue hamal,"50,643532327864","5,5698726405194",4000BM
4000,Liège,rue hazinelle,"50,639745292184","5,5695958453339",4000BJ
4000,Liège,rue henkart,"50,63665557311","5,5594899373919",4000AQ
4000,Liège,rue jaspar,"50,64198150375","5,5647197800895",4000BN
4000,Liège,rue joffre,"50,64412527076","5,571585839413",4000BM
4000,Liège,rue jonfosse,"50,641681293682","5,5640303254602",4000BN
4000,Liège,rue lambert le bègue,"50,640160248643","5,564123925753",4000BN
4000,Liège,rue lambert lombard,"50,64380381963","5,574394905248",4000BH
4000,Liège,rue lonhienne,"50,641796193471","5,5653583663971",4000BN
4000,Liège,rue louvrex,"50,636678613917","5,5630268301861",4000AQ
4000,Liège,rue lulay des fèbvres,"50,641914631212","5,5724713255924",4000BW
4000,Liège,rue monulphe,"50,640497686902","5,5597845007895",4000AQ
4000,Liège,rue nysten,"50,634471638277","5,5600709431482",4000AQ
4000,Liège,rue pont d avroy,"50,640505039568","5,569260739105",4000BW
4000,Liège,rue pouplin,"50,640726147231","5,5622638387745",4000BN
4000,Liège,rue reynier,"50,636943821346","5,5589698603156",4000AQ
4000,Liège,rue rutxhiel,"50,639614543307","5,5657006993731",4000BN
4000,Liège,rue saint adalbert,"50,642084380484","5,5696481594247",4000CJ
4000,Liège,rue saint denis,"50,643473045476","5,5736373966273",4000BH
4000,Liège,rue saint gangulphe,"50,64356","5,57352",4000BH
4000,Liège,rue saint gilles,"50,638618657638","5,5643992319012",4000BN
4000,Liège,rue saint jean en isle,"50,641585316624","5,5692852121424",4000CJ
4000,Liège,rue saint martin en ile,"50,641061929347","5,5724122413716",4000BJ
4000,Liège,rue saint michel,"50,64455","5,57193",4000BM
4000,Liège,rue saint paul,"50,639797299077","5,5729546655724",4000BJ
4000,Liège,rue saint remy,"50,638519103886","5,5695917028465",4000BI
4000,Liège,rue sainte aldegonde,"50,642972452925","5,5751422383591",4000BH
4000,Liège,rue sainte-marie,"50,632809207147","5,5650879078028",4000AQ
4000,Liège,rue sebastien laruelle,"50,6427","5,56851",4000BM
4000,Liège,rue soeurs de hasque,"50,640545780045","5,5735910702263",4000CE
4000,Liège,rue sur-la-fontaine,"50,64005","5,56796",4000BN
4000,Liège,rue tête de boeuf,"50,6410931929","5,5690005087034",4000BW
4000,Liège,rue trappé,"50,639914632952","5,5650780660283",4000BN
4000,Liège,rue wazon,"50,639785236551","5,5587139736763",4000AQ
4000,Liège,vinâve d ile,"50,641642463754","5,5713520500227",4000BW
4020,Liège,avenue albert mahiels,"50,622066446684","5,5832133670539",4020AD
4020,Liège,avenue du luxembourg,"50,622253558204","5,5891786022439",4020AC
4020,Liège,avenue reine elisabeth,"50,620723425822","5,5900356618973",4020AF
4020,Liège,boulevard de douai,"50,620960776055","5,5938956124724",4020AF
4020,Liège,boulevard de froidmont,"50,624131291625","5,5902911692642",4020AF
4020,Liège,boulevard de l est,"50,642093410332","5,5813313961128",4020AM
4020,Liège,boulevard frankignoul,"50,627926728582","5,587773273511",4030AM
4020,Liège,boulevard raymond poincaré,"50,631197748564","5,5796804241624",4020AT
4020,Liège,boulevard saucy,"50,640926320715","5,57937952928",4020AM
4020,Liège,chaussée des prés,"50,641888158794","5,5807005561021",4020AM
4020,Liège,clos michel thiry,"50,626487597503","5,5825701767735",4020AD
4020,Liège,cour hénaux,"50,634906755379","5,5827598752066",4020AV
4020,Liège,cour moreau,"50,634934114271","5,5825525873574",4020AV
4020,Liège,esplanade de l europe,"50,63168","5,57417",4020AB
4020,Liège,impasse boileau,"50,617884370745","5,5956004268206",4020AF
4020,Liège,impasse des jardins,"50,639314703634","5,5813360875885",4020AM
4020,Liège,impasse du chéra,"50,630856381861","5,5893955577611",4030AM
4020,Liège,impasse foidart,"50,635517038048","5,5872059619947",4020AV
4020,Liège,impasse guillaume,"50,626147235622","5,585314087582",4020AD
4020,Liège,impasse magnée,"50,631321364273","5,5873638010691",4020AS
4020,Liège,impasse pérard,"50,629907669525","5,5828068448565",4020AT
4020,Liège,impasse renard,"50,630953836748","5,5862368030352",4020AS
4020,Liège,place barthélémy vieillevoye,"50,627952013893","5,5833025523706",4020AD
4020,Liège,place d italie,"50,632628532255","5,5745840078161",4020AB
4020,Liège,place delcour,"50,638836622203","5,5810958015958",4020AM
4020,Liège,place des nations unies,"50,622871328386","5,585772305291",4020AD
4020,Liège,place du parc,"50,630062811074","5,5773188982589",4020AB
4020,Liège,place georges-ista,"50,622064662769","5,5919973822194",4020AF
4020,Liège,place sylvain dupuis,"50,637556435302","5,5796589764861",4020AM
4020,Liège,quai churchill,"50,63661","5,57743",4020AB
4020,Liège,quai de gaulle,"50,641863510284","5,5792239449288",4020AM
4020,Liège,quai de l ourthe,"50,637647726632","5,5853582168026",4020AM
4020,Liège,quai de la boverie,"50,631543384197","5,5763620372677",4020AB
4020,Liège,quai de longdoz,"50,636768505169","5,5818168913213",4020AV
4020,Liège,quai des ardennes,"50,619722751437","5,59001466414",4020AC
4020,Liège,quai edouard van beneden,"50,638859120743","5,5787463268443",4020AB
4020,Liège,quai marcellis,"50,635694647856","5,5764260267409",4020AB
4020,Liège,quai mativa,"50,623890283057","5,5805805841353",4020AD
4020,Liège,quai orban,"50,633320369322","5,5781184720255",4020AW
4020,Liège,rue adrien de witte,"50,62800971958","5,5848759029211",4020AD
4020,Liège,rue alfred magis,"50,636011957247","5,5820721245576",4020AV
4020,Liège,rue ansiaux,"50,632113862384","5,5877764589168",4020AS
4020,Liège,rue armand stouls,"50,632998134121","5,578758493149",4020AW
4020,Liège,rue auguste hock,"50,627022379775","5,5811405720082",4020AD
4020,Liège,rue basse-wez,"50,632252637705","5,5882130383671",4020AS
4020,Liège,rue bernimolin,"50,627024141475","5,5866908125484",4020AC
4020,Liège,rue bouille,"50,634951049824","5,5862517786798",4020AV
4020,Liège,rue charles steenebruggen,"50,626563308319","5,5877528609431",4020AC
4020,Liège,rue coclers,"50,633142208276","5,5844566599162",4020AS
4020,Liège,rue d amercoeur,"50,637491571035","5,5884265489399",4020AV
4020,Liège,rue d harscamp,"50,6343221005","5,5793123688",4020AW
4020,Liège,rue de chaudfontaine,"50,62183047239","5,5849901691767",4020AD
4020,Liège,rue de fétinne,"50,626602472731","5,5817888529182",4020AD
4020,Liège,rue de l amblève,"50,620460995479","5,5895541511862",4020AC
4020,Liège,rue de l ourthe,"50,638060360327","5,5824415795621",4020AM
4020,Liège,rue de l usine,"50,632068754976","5,5858575507088",4020AS
4020,Liège,rue de la limite,"50,63023","5,58761",4020AS
4020,Liège,rue de londres,"50,621684535203","5,5875649707684",4020AC
4020,Liège,rue de mulhouse,"50,632744004201","5,5861573070173",4020AS
4020,Liège,rue de paris,"50,621161960476","5,5860759189234",4020AD
4020,Liège,rue de pitteurs,"50,638889737091","5,5807855627357",4020AM
4020,Liège,rue de seraing,"50,633864419992","5,5782970653958",4020AW
4020,Liège,rue de spa,"50,622910750123","5,5878418557014",4020AC
4020,Liège,rue de stavelot,"50,621716076123","5,5892873439428",4020AC
4020,Liège,rue de turin,"50,621333471307","5,5884279010319",4020AC
4020,Liège,rue de verviers,"50,623040165623","5,5851404303783",4020AD
4020,Liège,rue de wetzlar,"50,620804657344","5,5903460258289",4020AF
4020,Liège,rue des champs,"50,632812933032","5,5844773565857",4020AS
4020,Liège,rue des croix de guerre,"50,627235354836","5,5835277041136",4020AD
4020,Liège,rue des fories,"50,633510520906","5,5747919358996",4020AB
4020,Liège,rue des gravillons,"50,622514070242","5,5914323239451",4020AF
4020,Liège,rue des grignoux,"50,639542309715","5,5821245825831",4020AM
4020,Liège,rue des houblonnières,"50,626406575618","5,5844078342477",4020AD
4020,Liège,rue des joncs,"50,626319953506","5,5871881593417",4020AC
4020,Liège,rue des naiveux,"50,621764902794","5,591973516323",4020AF
4020,Liège,rue des prébendiers,"50,634983873143","5,5883483216641",4020AV
4020,Liège,rue des vennes,"50,619502060174","5,5928421638702",4020AF
4020,Liège,rue deveux,"50,635281023652","5,5827511101041",4020AV
4020,Liège,rue dothée,"50,631052526878","5,5812774186585",4020AT
4020,Liège,rue douffet,"50,635010966865","5,584659140246",4020AV
4020,Liège,rue du fer,"50,634540545401","5,5839378861107",4020AS
4020,Liège,rue du nord-belge,"50,632577814052","5,5818798604364",4020AT
4020,Liège,rue du parc,"50,631984957566","5,5750854309974",4020AB
4020,Liège,rue edouard remouchamps,"50,634390608937","5,5828504650733",4020AV
4020,Liège,rue eugène simonis,"50,626003590845","5,5877473816362",4020AC
4020,Liège,rue fisen,"50,63440142067","5,5858575836769",4020AV
4020,Liège,rue gaucet,"50,62489289847","5,5818295938241",4020AD
4020,Liège,rue grande bêche,"50,6405","5,58171",4020AM
4020,Liège,rue grétry,"50,634065009196","5,5823882957835",4020AV
4020,Liège,rue hubert desamore,"50,61857025058","5,5948666886729",4020AF
4020,Liège,rue jean delvoye,"50,640831193787","5,5815174549417",4020AM
4020,Liège,rue jondry,"50,623615003779","5,5901008346723",4020AF
4020,Liège,rue joseph delboeuf,"50,624324021402","5,5895634154716",4020AC
4020,Liège,rue lairesse,"50,633375428706","5,5835720593175",4020AS
4020,Liège,rue latour,"50,631675489696","5,5814072370062",4020AT
4020,Liège,rue léon frédéricq,"50,633511047959","5,5758242970977",4020AB
4020,Liège,rue libotte,"50,6357162876","5,579905485853",4020AW
4020,Liège,rue louis jamme,"50,638396014992","5,585280871561",4020AM
4020,Liège,rue méan,"50,638156875496","5,5807656649589",4020AM
4020,Liège,rue natalis,"50,632224247562","5,5832908359157",4020AS
4020,Liège,rue oscar englebert,"50,629140285404","5,5796087957915",4020AD
4020,Liège,rue paul-joseph delcloche,"50,61873774595","5,5932767104357",4020AF
4020,Liège,rue pont saint-nicolas,"50,641043071596","5,5818717614034",4020AM
4020,Liège,rue porte grumsel,"50,638652968237","5,5835337776717",4020AM
4020,Liège,rue pré-binet,"50,629522605222","5,5851234745484",4020AT
4020,Liège,rue raes de heers,"50,639322091492","5,5847613045525",4020AM
4020,Liège,rue renoz,"50,632561092148","5,5754333905043",4020AB
4020,Liège,rue richard heintz,"50,628170293517","5,5835374050954",4020AD
4020,Liège,rue robertson,"50,636542041428","5,5843440216766",4020AV
4020,Liège,rue roture,"50,639729591215","5,5825175275972",4020AM
4020,Liège,rue rouleau,"50,639192694723","5,5839616852494",4020AM
4020,Liège,rue saint eloi,"50,641745187356","5,579950017007",4020AM
4020,Liège,rue saint remacle,"50,636806904661","5,5886291677287",4020AV
4020,Liège,rue saint vincent,"50,62543","5,58434",4020AD
4020,Liège,rue stappers,"50,620656455358","5,5922101189288",4020AF
4020,Liège,rue surlet,"50,640068206437","5,5817126321273",4020AM
4020,Liège,rue tour en bêche,"50,636808110166","5,5781564898389",4020AB
4020,Liège,rue valdor,"50,63679528465","5,5872449429036",4020AV
4020,Liège,rue vilette,"50,635015491127","5,5819295027427",4020AV
4030,Grivegnée,avenue des coteaux,"50,626458316188","5,5930230556852",4030AM
4030,Grivegnée,avenue fransisco ferrer,"50,629185666218","5,5882646950412",4030AM
4030,Grivegnée,cité des démineurs,"50,625756163812","5,5927224017186",4030AM
4030,Grivegnée,impasse chéra,"50,630592913449","5,5895521279417",4030AM
4030,Grivegnée,impasse nélis,"50,629674928611","5,5880301406455",4030AM
4030,Grivegnée,rue billy,"50,62752699483","5,590392507108",4030AM
4030,Grivegnée,rue bonne femme,"50,628884358999","5,5877600653563",4030AM
4030,Grivegnée,rue de la chartreuse,"50,626358985165","5,5916245335807",4030AM
4030,Grivegnée,rue des merwettes,"50,626864610371","5,5915495146779",4030AM
4030,Grivegnée,rue des oblats,"50,630129750013","5,5892421323115",4030AM
4030,Grivegnée,rue des pipiers,"50,628678440318","5,5870345768992",4030AM
4030,Grivegnée,rue du beau mur,"50,629819884886","5,5883071208248",4030AM
4030,Grivegnée,rue gilon,"50,625474425733","5,5939461765456",4030AM
4030,Grivegnée,rue kinet,"50,62657","5,59052",4030AM
4030,Grivegnée,rue sopers,"50,628364120974","5,5876736396043",4030AM
4030,Grivegnée,rue soubre,"50,628784028262","5,5896788598527",4030AM
